"GEOID","NAME","IncomeE","PopE","AgeE","HouseValueE","HouseholdSizeE","NumHouseE","BirthPlace_Born in state of res","BirthPlace_Born in other state","BirthPlace_Native; born outside","BirthPlace_Foreign born:","Industry_Agric","Industry_Const","Industry_Manuf","Industry_Whole","Industry_Retai","Industry_Trans","Industry_Infor","Industry_Finan","Industry_Profe","Industry_Educa","Industry_Arts,","Industry_Other","Industry_Publi","HouseType_Owner occupied","HouseType_Renter occupied","Race_White alone","Race_Black or African American","Race_American Indian and Alaska","Race_Asian alone","Race_Native Hawaiian and Other","Race_Some other race alone","Race_Two or more races:","geometry","AREA","NumColleges","DistToRiver","MinDistToHwy","NumHwys","AnyHwys","avg_elevation","pctWhite","incomeThousands"
"27123040401","Census Tract 404.01; Ramsey County; Minnesota",89953,3755,37.4,281800,2.36,1582,0.802663115845539,0.165912117177097,0.00266311584553928,0.0287616511318242,0.0233208955223881,0.0587686567164179,0.10634328358209,0.0172574626865672,0.101679104477612,0.0503731343283582,0.0135261194029851,0.114272388059701,0.0848880597014925,0.259328358208955,0.0471082089552239,0.0802238805970149,0.042910447761194,0.754740834386852,0.245259165613148,0.797070572569907,0.0237017310252996,0.0085219707057257,0.0641810918774967,0,0.02237017310253,0.0841544607190413,list(list(c(2874557.63100248, 2874968.43364241, 2875450.29237473, 2875749.92986394, 2876203.63314529, 2879102.88034849, 2879535.48661537, 2881744.76756032, 2882235.18410977, 2884378.22498385, 2884416.36925247, 2881780.64056637, 2879571.91715907, 2879145.21841593, 2875862.30915718, 2875176.88661603, 2874759.74523562, 2874557.63100248, 1076988.98060423, 1079249.03328703, 1079651.82313674, 1080011.98424832, 1079716.56833413, 1079662.69007005, 1079663.89478875, 1079670.97875496, 1079678.7764419, 1079713.76893611, 
1077073.99293214, 1077042.11310439, 1077030.29529942, 1077027.70314752, 1076994.24484984, 1076991.57492877, 1076989.54932255, 1076988.98060423))),25504485.5690239,0,38463.784289915,0,1,TRUE,293.036458333333,79.7070572569907,89.953
"27123040200","Census Tract 402; Ramsey County; Minnesota",74643,1900,64,429500,1.87,1014,0.652631578947368,0.302631578947368,0.00842105263157895,0.0363157894736842,0.0271546635182999,0.0460448642266824,0.165289256198347,0.00472255017709563,0.0731995277449823,0.0873671782762692,0.0318772136953955,0.0743801652892562,0.107438016528926,0.194805194805195,0.0554899645808737,0.119244391971665,0.012987012987013,0.656804733727811,0.343195266272189,0.961052631578947,0,0,0.0121052631578947,0,0.00894736842105263,0.0178947368421053,list(list(c(2878917.96939983, 2880417.92753983, 2880973.88575203, 2881428.21601576, 2882112.13720405, 2883835.0783212, 2884213.04746661, 2886865.99021319, 2886896.10122835, 2886899.75667207, 2886900.11448713, 2886946.13952772, 2886960.68088676, 2885751.87067726, 2885046.52915176, 2883966.21332885, 2883759.39138972, 2883053.31089393, 2882387.18587648, 2881661.52745026, 2880746.60769629, 2880035.3559905, 2878992.36896894, 2878255.37590411, 2878917.96939983, 1087571.368787, 1089828.29491178, 1091332.92873889, 
1093265.87683499, 1095063.80847203, 1095807.22663712, 1095919.8018764, 1096372.28326062, 1094239.56674333, 1094070.05899304, 1094041.25763485, 1086281.42961925, 1082822.39339556, 1084287.06891134, 1084304.97798684, 1084728.14309601, 1084674.92144004, 1084543.39107797, 1083868.3501043, 1084344.82366724, 1084408.82201627, 1085749.6891007, 1085726.89189959, 1086255.4866648, 1087571.368787))),75032230.1911614,0,47308.9410564504,0,1,TRUE,281.296235679214,96.1052631578947,74.643
"27123034400","Census Tract 344; Ramsey County; Minnesota",73750,2209,34.5,282000,2.54,854,0.601629696695337,0.262562245359891,0,0.135808057944771,0.012987012987013,0.0181818181818182,0.0883116883116883,0.0337662337662338,0.0917748917748918,0.0917748917748918,0.0242424242424242,0.0692640692640693,0.134199134199134,0.222510822510823,0.122943722943723,0.0225108225108225,0.0675324675324675,0.509367681498829,0.490632318501171,0.45767315527388,0.14259846084201,0,0.301493888637392,0,0.022181982797646,0.076052512449072,list(list(c(2862103.28879177, 2862570.3108423, 2863278.55900158, 2863458.06450615, 2864260.50652246, 2865628.78776614, 2866195.20022497, 2867106.00561105, 2866710.05996622, 2867518.05865067, 2867139.33133276, 2868129.4980926, 2867894.44162076, 2867656.12887309, 2867350.26046199, 2865989.68572662, 2864869.09351483, 2863058.93552488, 2862401.05112931, 2862103.28879177, 1041350.57340315, 1041583.69876807, 1042051.07954696, 1042203.32309732, 1042510.64373169, 1043459.2155333, 1042733.90345568, 1042458.10172686, 
1042082.76159102, 1041045.22784135, 1041063.4904991, 1039500.48017274, 1039226.14419235, 1038851.5063802, 1038383.48631935, 1039052.66120691, 1039322.11876011, 1039116.79436522, 1040794.97312648, 1041350.57340315))),17271618.3197899,1,0,0,5,TRUE,232.942028985507,45.767315527388,73.75
"27123040705","Census Tract 407.05; Ramsey County; Minnesota",97396,3940,46.4,340800,2.26,1742,0.690609137055838,0.21497461928934,0.00913705583756345,0.0852791878172589,0,0.094949494949495,0.138888888888889,0.0247474747474747,0.0646464646464646,0.0146464646464646,0.00303030303030303,0.117171717171717,0.136868686868687,0.25050505050505,0.054040404040404,0.047979797979798,0.0525252525252525,0.876004592422503,0.123995407577497,0.764720812182741,0.0109137055837563,0.0119289340101523,0.11751269035533,0,0.0487309644670051,0.0461928934010152,list(list(c(2834072.97344458, 2834148.59473022, 2840142.33259717, 2843188.27599825, 2844045.21110356, 2844173.69969722, 2843529.1015035, 2844436.40076945, 2844658.91156158, 2844721.62492884, 2842030.98645252, 2835061.2491292, 2834252.45893937, 2834182.51332465, 2834112.04389679, 2834072.97344458, 1103558.03019667, 1103559.14551925, 1103592.16117387, 1103593.95455378, 1103600.29515372, 1101844.5021128, 1101370.35708327, 1100515.62687664, 1099973.92573368, 1097723.02638003, 1097687.1205923, 1097587.68088947, 
1097571.24700888, 1101573.01321054, 1101572.31359873, 1103558.03019667))),60296963.752698,0,56243.8300165154,0,4,TRUE,272.139917695473,76.4720812182741,97.396
"27123042002","Census Tract 420.02; Ramsey County; Minnesota",76558,2386,33,273600,1.97,1210,0.581726739312657,0.248113998323554,0.01802179379715,0.152137468566639,0,0.0613973182780522,0.0860973888496824,0.0338743824982357,0.0437544107268878,0.0508115737473536,0.0169371912491179,0.0599858856739591,0.143260409315455,0.370501058574453,0.0875088214537756,0.0289343683839097,0.0169371912491179,0.488429752066116,0.511570247933884,0.6441743503772,0.0934618608549874,0,0.114836546521375,0,0.0238893545683152,0.123637887678122,list(list(c(2829633.10717151, 2831628.99457785, 2831636.34927687, 2832286.38239915, 2832317.28734453, 2832321.32511275, 2831001.62630767, 2829681.41987391, 2829676.15281606, 2829633.10717151, 1058400.23492757, 1058437.54325771, 1057791.89509968, 1057797.53876988, 1055150.79380127, 1053843.71886522, 1053830.80175318, 1053816.86826336, 1055134.13917039, 1058400.23492757))),11720752.7634201,0,12309.6270260203,1677.79315979224,0,FALSE,286.218390804598,64.41743503772,76.558
"27123031400","Census Tract 314; Ramsey County; Minnesota",76688,3154,29.2,214800,3.05,1035,0.501268230818009,0.246670894102727,0.0155358275206088,0.236525047558656,0.00582750582750583,0.132867132867133,0.0687645687645688,0.0594405594405594,0.0885780885780886,0.0466200466200466,0.00291375291375291,0.0506993006993007,0.0961538461538462,0.224941724941725,0.115384615384615,0.0844988344988345,0.0233100233100233,0.551690821256039,0.448309178743961,0.32720355104629,0.274571972098922,0.00443880786303107,0.175015852885225,0,0.0830691185795815,0.13570069752695,list(list(c(2856054.75987206, 2856043.20578488, 2856041.0625221, 2856034.6157132, 2858509.87904718, 2859427.53777046, 2859034.9914115, 2859320.76852373, 2860456.3078549, 2860472.66719399, 2860465.80217949, 2860369.83349567, 2860084.16155773, 2859328.57825764, 2858154.74263965, 2856000.45973444, 2856054.75987206, 1045340.91716377, 1047580.57864417, 1047894.84777663, 1048886.51310179, 1048905.71064157, 1049238.19007188, 1049980.5577521, 1049997.58135015, 1050140.73971191, 1047558.75590248, 1046874.30788404, 
1046358.0458844, 1045187.38801062, 1045280.35498, 1045041.31068174, 1045027.85452823, 1045340.91716377))),17950487.0625302,0,6464.33911257284,0,2,TRUE,256.234899328859,32.720355104629,76.688
"27123036000","Census Tract 360; Ramsey County; Minnesota",102885,2854,35.7,391500,1.75,1578,0.562718990889979,0.378416257883672,0,0.058864751226349,0.00171919770773639,0.028080229226361,0.132378223495702,0.0240687679083095,0.0550143266475645,0.0355300859598854,0.0240687679083095,0.103724928366762,0.142120343839542,0.280229226361032,0.0641833810888252,0.039541547277937,0.0693409742120344,0.370088719898606,0.629911280101394,0.75052557813595,0.143307638402242,0.00700770847932726,0.0518570427470217,0,0.00525578135949544,0.0420462508759636,list(list(c(2853102.16357978, 2853182.07574834, 2853278.57904554, 2853620.48819534, 2853618.540237, 2853594.47129218, 2853588.5370748, 2855275.18538938, 2856860.80995763, 2856971.07066294, 2857594.63334094, 2859172.34735815, 2859673.97034929, 2859922.90286741, 2859659.48334401, 2859398.49131881, 2857755.09408361, 2856634.65182204, 2854857.57529489, 2853243.85377148, 2852890.21683454, 2853102.16357978, 1032523.58398257, 1032558.71916233, 1032664.40224883, 1032997.33427628, 1033105.60044363, 1034397.13104238, 
1034730.31487348, 1036377.31177812, 1038051.04962527, 1038244.04220867, 1037887.01943629, 1037958.03949158, 1037836.35612578, 1037455.55616599, 1037228.7616725, 1037272.89961375, 1035707.71647869, 1034043.74858364, 1031463.00858609, 1030651.05416489, 1032050.59532441, 1032523.58398257))),19850647.2247844,0,0,840.457627780884,0,FALSE,220.25974025974,75.052557813595,102.885
"27123034201","Census Tract 342.01; Ramsey County; Minnesota",62917,3890,32.3,241600,1.62,2392,0.52107969151671,0.349100257069409,0.0107969151670951,0.119023136246787,0,0.0203761755485893,0.137147335423197,0.0301724137931034,0.0626959247648903,0.0344827586206897,0.00470219435736677,0.101097178683386,0.213557993730408,0.218260188087774,0.101880877742947,0.0266457680250784,0.0489811912225705,0.076505016722408,0.923494983277592,0.67146529562982,0.0573264781491003,0.0105398457583548,0.182262210796915,0,0.00308483290488432,0.0753213367609255,list(list(c(2856554.30734863, 2856711.07384133, 2857503.59455984, 2858174.55655437, 2858603.00800327, 2858846.10511804, 2859455.14742722, 2859823.89925089, 2860185.13433919, 2860748.01004977, 2861522.0461335, 2861302.16627177, 2861016.9523487, 2861179.40311089, 2861433.90005726, 2862103.28879177, 2862401.05112931, 2863058.93552488, 2860929.43496319, 2860542.16137579, 2859922.90286741, 2859673.97034929, 2859172.34735815, 2857594.63334094, 2856971.07066294, 2856669.75756676, 2856563.84402726, 2856554.30734863, 
1039083.53402378, 1039285.42102609, 1038912.74778805, 1039374.80439767, 1039661.74167073, 1039734.43482905, 1040148.4489536, 1040399.38232857, 1039836.07130532, 1039790.56903427, 1040334.09693752, 1040640.82395202, 1040886.66322409, 1041130.94219495, 1041131.23598287, 1041350.57340315, 1040794.97312648, 1039116.79436522, 1038081.13002813, 1037700.5365409, 1037455.55616599, 1037836.35612578, 1037958.03949158, 1037887.01943629, 1038244.04220867, 1038566.69446268, 1039040.25042074, 1039083.53402378))),11643735.3208079,1,0,0,5,TRUE,228.307692307692,67.146529562982,62.917
"27123033200","Census Tract 332; Ramsey County; Minnesota",60781,4082,34.3,314300,1.8,2077,0.548015678588927,0.244243018128368,0.00930916217540421,0.1984321411073,0,0.0366812227074236,0.0834061135371179,0.0161572052401747,0.0903930131004367,0.0921397379912664,0.0161572052401747,0.0834061135371179,0.171615720524017,0.263318777292576,0.113100436681223,0.00655021834061135,0.0270742358078603,0.256620125180549,0.743379874819451,0.578147966682999,0.203821656050955,0.00244977951984321,0.0813326800587947,0,0.0149436550710436,0.119304262616365,list(list(c(2829733.24092437, 2829724.48941474, 2829716.34679424, 2831357.69855117, 2832362.74850315, 2836336.62579073, 2837662.96653487, 2837993.47033765, 2838653.84530069, 2838668.1942408, 2837810.76957077, 2837050.30839018, 2836291.49981153, 2835027.95730769, 2833733.42202756, 2833736.0769149, 2833737.58097972, 2831487.84692386, 2830270.86031666, 2829739.34140978, 2829734.44935195, 2829733.24092437, 1043584.75164272, 1045262.20479038, 1046502.87113302, 1045589.46894018, 1045038.18692277, 1042858.59261638, 
1042151.44587458, 1042083.31305883, 1042087.06426058, 1040898.60204743, 1040739.73175371, 1040798.44344447, 1041080.70053063, 1041640.89280968, 1042252.99211544, 1042167.70127621, 1041910.67115374, 1041992.83850269, 1043162.65478629, 1043008.7387413, 1043460.06925871, 1043584.75164272))),20869833.9797486,1,1335.62867288564,0,3,TRUE,270.880239520958,57.8147966682998,60.781
"27123040605","Census Tract 406.05; Ramsey County; Minnesota",100625,3527,42.8,340700,2.28,1541,0.726679897930252,0.187127870711653,0.012191664303941,0.0740005670541537,0,0.0301449275362319,0.264347826086957,0.04,0.0655072463768116,0.0353623188405797,0.0144927536231884,0.0655072463768116,0.08,0.303768115942029,0.0892753623188406,0.00811594202898551,0.00347826086956522,0.931862426995458,0.0681375730045425,0.874964559115396,0.00283527076835838,0,0.0748511482846612,0,0.022682166146867,0.0246668556847179,list(list(c(2855562.84169638, 2857975.68826961, 2860635.53026558, 2861276.05859833, 2868508.93088942, 2868508.01415515, 2869805.14900427, 2869853.90558199, 2870163.61326919, 2870132.04955413, 2870134.39879083, 2870135.97076558, 2868746.03297434, 2868708.97970116, 2868715.84112291, 2869899.24189306, 2869850.99940853, 2866170.11156473, 2865155.75495086, 2863841.18997316, 2863307.49846512, 2863339.2756105, 2863354.3039381, 2861909.70267068, 2861128.93496374, 2860725.2144513, 2860702.00749114, 2855670.12954964, 
2855595.31283869, 2855566.48429449, 2855562.84169638, 1082049.22958837, 1082080.85106004, 1082115.50645381, 1082073.44890142, 1082167.38705514, 1084842.61501147, 1084854.3514839, 1082234.73506542, 1081800.05633765, 1081803.33569443, 1081156.52258891, 1081021.26594202, 1079672.46461806, 1079725.63586014, 1079646.22761774, 1077728.53370733, 1076941.48608978, 1076903.46030071, 1076892.9822265, 1077350.60522055, 1077805.81356177, 1072956.37363788, 1071603.08116399, 1071597.75081017, 1071436.95359185, 
1071589.58961737, 1074222.23529209, 1074150.94040148, 1079811.91419833, 1081054.22197944, 1082049.22958837))),103471315.966761,0,31869.6202907375,0,3,TRUE,274.283980582524,87.4964559115396,100.625
"27123040606","Census Tract 406.06; Ramsey County; Minnesota",61688,3591,32.5,241000,2.1,1699,0.70036201615149,0.145641882483988,0,0.153996101364522,0,0.036816459122902,0.18083378451543,0.0173253925284245,0.0617217108825122,0.018408229561451,0.00866269626421224,0.0942068218733081,0.0969139144558744,0.236599891716297,0.111532214401733,0.0416892257715214,0.0952896589063346,0.523837551500883,0.476162448499117,0.555555555555556,0.154553049289891,0.0242272347535505,0.153996101364522,0,0.00445558340295182,0.107212475633528,list(list(c(2863339.2756105, 2863307.49846512, 2863841.18997316, 2865155.75495086, 2866170.11156473, 2869850.99940853, 2873812.25274058, 2873864.96691492, 2873562.64956261, 2874365.0838433, 2874557.63100248, 2874759.74523562, 2875176.88661603, 2875194.62609779, 2874514.86384559, 2874312.22869579, 2873873.61445877, 2874163.76017876, 2873812.69885322, 2873745.89653877, 2873662.71003431, 2871848.69806579, 2868637.73391281, 2867969.77251116, 2863354.3039381, 2863339.2756105, 1072956.37363788, 1077805.81356177, 
1077350.60522055, 1076892.9822265, 1076903.46030071, 1076941.48608978, 1076985.64581221, 1076438.97051197, 1075992.02686546, 1076004.04841675, 1076988.98060423, 1076989.54932255, 1076991.57492877, 1075670.03138458, 1075665.9920823, 1075664.69045573, 1075662.06429888, 1074316.02619115, 1072235.00534386, 1071783.18282516, 1071690.31818118, 1071681.78153953, 1071660.87127136, 1071653.89871278, 1071603.08116399, 1072956.37363788))),57729091.9812276,0,31883.0879201533,0,3,TRUE,278.458874458874,55.5555555555556,61.688
"27123043002","Census Tract 430.02; Ramsey County; Minnesota",112500,1820,44,618900,1.87,880,0.63956043956044,0.32967032967033,0.00604395604395604,0.0247252747252747,0.00617828773168579,0.150926743159753,0.059135039717564,0.00529567519858782,0.0503089143865843,0.0158870255957635,0.0538393645189762,0.111209179170344,0.119152691968226,0.263018534863195,0.0476610767872904,0.0406001765225066,0.0767872903795234,0.532954545454545,0.467045454545455,0.924725274725275,0.0164835164835165,0,0.0181318681318681,0,0,0.0406593406593407,list(list(c(2829739.34140978, 2830270.86031666, 2831487.84692386, 2833737.58097972, 2833749.49806012, 2833752.5320745, 2833760.98172589, 2833781.58600749, 2831631.30485893, 2831783.50156094, 2831253.63733587, 2830845.44414288, 2829760.62281799, 2829739.34140978, 1043008.7387413, 1043162.65478629, 1041992.83850269, 1041910.67115374, 1038975.01108342, 1038589.29236352, 1036816.68356877, 1034259.21262829, 1034231.15176358, 1036859.58668214, 1039359.21815464, 1040303.93078846, 1041106.81553781, 1043008.7387413
))),21016364.7554297,0,0,231.209665491834,0,FALSE,249.398734177215,92.4725274725275,112.5
"27123037603","Census Tract 376.03; Ramsey County; Minnesota",51250,3125,32.2,219900,2.03,1509,0.28416,0.18592,0.0496,0.48032,0,0.0235226620768789,0.0912220309810671,0.0229489386115892,0.129661503155479,0.172690763052209,0,0.0814687320711417,0.0975329890992542,0.221457257601836,0.0929432013769363,0.0195065978198508,0.0470453241537579,0.100066269052353,0.899933730947648,0.33408,0.62528,0,0,0,0.02336,0.01728,list(list(c(2839168.57503076, 2840986.50050385, 2843110.95270616, 2843415.06329884, 2843780.41957303, 2841755.88114383, 2840954.7925711, 2841149.78323628, 2839512.90300975, 2839193.43359442, 2839183.59585334, 2839168.57503076, 1023344.50094734, 1023371.37723476, 1024805.27474194, 1025012.58941558, 1023957.57073169, 1022605.93676092, 1022492.73643182, 1022201.22721761, 1021099.88181379, 1021094.82070408, 1022168.46059038, 1023344.50094734))),6583018.62522721,0,779.963560688571,3094.71865040301,0,FALSE,243.5,33.408,51.25
"27123041602","Census Tract 416.02; Ramsey County; Minnesota",67143,3160,41,306400,1.99,1566,0.584810126582278,0.252848101265823,0.0069620253164557,0.155379746835443,0,0.055,0.113888888888889,0.00777777777777778,0.111111111111111,0.0588888888888889,0.005,0.0483333333333333,0.142777777777778,0.301111111111111,0.0516666666666667,0.0711111111111111,0.0333333333333333,0.473818646232439,0.526181353767561,0.619620253164557,0.126898734177215,0.00284810126582278,0.151898734177215,0,0.0126582278481013,0.0860759493670886,list(list(c(2850655.15473893, 2851778.60528711, 2854379.89826998, 2855917.81463351, 2855921.35262361, 2855970.54262394, 2855979.65787506, 2854999.04098336, 2850748.88922695, 2850725.63369297, 2850676.89470658, 2850655.15473893, 1061906.55522369, 1061867.91379409, 1061240.44646784, 1061244.0873286, 1060731.48035031, 1056258.22870336, 1055472.22671014, 1055453.13674974, 1055389.03951091, 1057999.7666178, 1060622.98881534, 1061906.55522369))),31958743.613502,0,17528.3355765309,4166.11714305632,0,FALSE,270.054474708171,61.9620253164557,67.143
